sat_id,norad_cat_id,name,names,image,status,decayed,launched,deployed,website,operator,countries,telemetries,updated,citation,associated_satellites
JOWV-8609-6356-2064-8903,40959.0,LINGQIAO VIDEO A,Jilin-1 SP-01,satellites/jilin-1-video-01__1.jpg,alive,,2015-10-07T04:13:00Z,,,CIOMP,CN,[],2021-07-21T10:11:42.243942Z,CITATION NEEDED - https://xkcd.com/285/,[]
KTME-4222-3825-6352-1307,40960.0,LINGQIAO VIDEO B,Jilin-1 SP-02,satellites/jilin-1-video-01__1_htI6D3x.jpg,alive,,2015-10-07T04:13:00Z,,,CIOMP,CN,[],2021-07-21T10:11:42.245449Z,CITATION NEEDED - https://xkcd.com/285/,[]
RDIC-7328-2264-5570-1961,40961.0,JILIN 1,Jilin-1 Guangxe-A (Jilin-1 Optical-A),satellites/jilin-1-optical-a__1.jpg,alive,,,,,CIOMP,CN,[],2021-07-21T10:11:42.246973Z,CITATION NEEDED - https://xkcd.com/285/,[]
VQGN-3314-0779-1450-1457,40967.0,FOX-1A,AO-85,satellites/Fox-1A.png,alive,,,,,None,,[{'decoder': 'fox'}],2021-07-21T10:11:42.248562Z,CITATION NEEDED - https://xkcd.com/285/,[]
IGGV-1318-5974-9239-7350,40968.0,BISONSAT,N7SKC,satellites/BISONSAT.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.250223Z,CITATION NEEDED - https://xkcd.com/285/,[]
VTHG-6292-4004-9767-5017,41168.0,ATHENOXAT 1,ATX1,satellites/athenoxat-1__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.251869Z,CITATION NEEDED - https://xkcd.com/285/,[]
GMGG-8364-0705-0161-3298,41170.0,GALASSIA,,satellites/galassia__2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.253466Z,CITATION NEEDED - https://xkcd.com/285/,[]
DSGN-7978-0500-3017-5294,41171.0,VELOX 2,VELOX2,satellites/VELOX-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.255080Z,CITATION NEEDED - https://xkcd.com/285/,[]
YHMC-8015-3517-5780-3458,41313.0,AGGIESAT 4,,satellites/AGGIESAT-4.jpg,re-entered,2018-03-12T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.256954Z,CITATION NEEDED - https://xkcd.com/285/,[]
VUBS-5290-2027-7355-7261,41338.0,CHUBUSAT-2,JJ2YPN,satellites/chubusat-2__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.258726Z,CITATION NEEDED - https://xkcd.com/285/,[]
SNUE-9194-2671-9117-0557,41339.0,CHUBUSAT-3,JJ2YPO,satellites/CHUBUSAT-3.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.260452Z,CITATION NEEDED - https://xkcd.com/285/,[]
VJOC-8812-6508-8111-4056,41340.0,HORYU-IV,JG6YBW,satellites/horyu-4__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.262184Z,CITATION NEEDED - https://xkcd.com/285/,[]
SPNS-3514-9662-2262-1618,41458.0,OUFTI-1,,satellites/OUFTI-1_p7CDjND.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.263891Z,CITATION NEEDED - https://xkcd.com/285/,[]
XSLX-3508-6230-4322-9880,41459.0,E-ST@R-II,,satellites/E-STR-II_ENXTFuD.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.266760Z,CITATION NEEDED - https://xkcd.com/285/,[]
AISX-1350-2546-0237-2310,41460.0,AAUSAT 4,,satellites/AAUSAT-4.jpg,alive,,,,,None,,[{'decoder': 'aausat4'}],2021-07-21T10:11:42.270771Z,CITATION NEEDED - https://xkcd.com/285/,[]
IDEJ-3292-6865-3492-6224,41465.0,AIST-2D,,satellites/AIST-2D.jpg,alive,,,,,None,RU,[],2021-07-21T10:11:42.274750Z,CITATION NEEDED - https://xkcd.com/285/,[]
IBYN-3042-2919-8911-9803,41466.0,SAMSAT-218D,,satellites/samsat_HBdzG9t.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.278358Z,CITATION NEEDED - https://xkcd.com/285/,[]
GUIW-3026-5024-1966-8107,41474.0,MINXSS,,satellites/wMaOsV6D.jpg,re-entered,2017-05-05T00:00:00Z,,,,None,,[{'decoder': 'minxss'}],2021-07-21T10:11:42.281901Z,CITATION NEEDED - https://xkcd.com/285/,[]
GDLR-0291-0571-9266-1580,41475.0,CADRE,,satellites/CADRE.jpg,re-entered,2017-01-03T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.285304Z,CITATION NEEDED - https://xkcd.com/285/,[]
DEWF-1046-6893-9152-7508,41476.0,STMSAT-1,,satellites/STMSAT-1.jpg,re-entered,2017-04-21T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.288584Z,CITATION NEEDED - https://xkcd.com/285/,[]
OISZ-4850-1941-2572-5984,41477.0,NODES 2,,satellites/NODES-2_wnUSzDI.jpg,re-entered,2017-09-19T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.292357Z,CITATION NEEDED - https://xkcd.com/285/,[]
ZYLW-8361-5577-4757-0706,41478.0,NODES 1,,satellites/NODES-1.jpg,re-entered,2017-09-23T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.296132Z,CITATION NEEDED - https://xkcd.com/285/,[]
WNZE-1061-4511-0110-9001,41557.0,NUSAT 1,FRESCO,satellites/NUSAT-1_iNMftIO.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.299184Z,CITATION NEEDED - https://xkcd.com/285/,[]
WPPP-5073-6177-3453-1599,41558.0,NUSAT 2,BATATA,satellites/NUSAT-2.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.302221Z,CITATION NEEDED - https://xkcd.com/285/,[]
DGSA-9341-1205-9804-9517,41599.0,CARTOSAT-2C,,satellites/cartosat-2c-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.305169Z,CITATION NEEDED - https://xkcd.com/285/,[]
NIOX-2801-2640-1045-2883,41600.0,SATHYABAMASAT,,satellites/SATHYABAMASAT.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.308047Z,CITATION NEEDED - https://xkcd.com/285/,[]
BLNH-6149-6607-6959-8042,41603.0,LAPAN-A3,,satellites/lapan-a3__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.311008Z,CITATION NEEDED - https://xkcd.com/285/,[]
JTIF-3701-4694-2586-3120,41604.0,BIROS,,satellites/BIROS.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.313951Z,CITATION NEEDED - https://xkcd.com/285/,[]
NDDG-3248-5025-3295-9667,41607.0,SWAYAM,,satellites/SWAYAM.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.316818Z,CITATION NEEDED - https://xkcd.com/285/,[]
BKDW-6357-9452-1063-8425,41619.0,BEESAT-4,DP0BEH,satellites/BEESAT-4.jpg,alive,,2016-06-22T00:00:00Z,,https://www.raumfahrttechnik.tu-berlin.de/menue/forschung/aktuelle_projekte/beesat_4/parameter/en/,TU Berlin,DE,[],2021-07-21T10:11:42.319541Z,CITATION NEEDED - https://xkcd.com/285/,[]
TDJT-5289-7835-4586-0378,41732.0,3CAT-2,,satellites/3cat-2__2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.322280Z,CITATION NEEDED - https://xkcd.com/285/,[]
BVPV-2085-0638-3310-5387,41783.0,PRATHAM,,satellites/PRATHAM.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.324985Z,CITATION NEEDED - https://xkcd.com/285/,[]
UPOC-3374-7750-1640-6748,41789.0,ALSAT 1N,AlSat-Nano,satellites/ALSAT-1N.png,alive,,,,,None,,[{'decoder': 'alsat1n'}],2021-07-21T10:11:42.327720Z,CITATION NEEDED - https://xkcd.com/285/,[]
WMGA-3000-1529-8035-2634,41847.0,CAS-2T & KS-1Q,OBJECT E,satellites/cas-2t-145-435-mhz-fm-transponder-cubesat.jpg,alive,,,,,None,,[],2021-11-16T19:06:13.603882Z,https://community.libre.space/t/cz-11-41847-at-435-710mhz/8642,['TXHE-0454-6930-2261-2648']
ATQK-6596-4093-8198-8140,41895.0,STARS-C,,satellites/stars-c.jpg,re-entered,2018-03-03T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.333433Z,CITATION NEEDED - https://xkcd.com/285/,[]
ZNNV-2635-7584-6487-5519,41909.0,BY70-1,,satellites/by70-1__1.jpg,re-entered,2017-02-18T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.336080Z,CITATION NEEDED - https://xkcd.com/285/,[]
AKDJ-7917-0135-2065-0067,41914.0,JILIN-1-03,Jilin-1 SP-03 Shipin-03 Video-03,satellites/jilin-1-video-03__1.jpg,alive,,2017-01-09T04:11:00Z,,,CIOMP,CN,[],2021-07-21T10:11:42.338565Z,CITATION NEEDED - https://xkcd.com/285/,[]
BDQK-1293-6559-5114-9974,41915.0,KAIDUN-1,CATON-1,satellites/KAIDUN-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.341009Z,CITATION NEEDED - https://xkcd.com/285/,[]
RDAQ-4317-6499-1122-1683,41930.0,FREEDOM,,satellites/freedom_2SfeDZn.jpg,re-entered,2017-02-05T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.343437Z,CITATION NEEDED - https://xkcd.com/285/,[]
GGHQ-0045-3828-5421-2006,41931.0,TANCREDO-1,,satellites/waseda.jpg,re-entered,2017-10-18T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.345760Z,CITATION NEEDED - https://xkcd.com/285/,[]
YZSP-2986-3329-8596-1356,41932.0,ITF-2,,satellites/itf-2_rtUjYD0.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.347867Z,CITATION NEEDED - https://xkcd.com/285/,[]
DAPE-7947-8127-1321-0742,41933.0,WASEDA-SAT3,,satellites/egg.jpg,re-entered,2018-10-06T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.349935Z,CITATION NEEDED - https://xkcd.com/285/,[]
EAAO-8745-7217-6703-0963,41934.0,EGG,,satellites/tupod.jpg,re-entered,2017-05-15T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.352034Z,CITATION NEEDED - https://xkcd.com/285/,[]
NFQJ-3321-9747-8579-9505,41935.0,AOBA-VELOX 3,AOBA-VeloxIII,satellites/aoba.jpg,re-entered,2018-11-01T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.354163Z,CITATION NEEDED - https://xkcd.com/285/,[]
GTOO-9256-7621-8163-6435,41948.0,CARTOSAT 2D,,satellites/cartosat-2__1.jpg,alive,,2017-02-15T00:00:00Z,,,ISRO,IN,[],2021-10-12T07:22:46.911653Z,VK5Q1 and SV1QVE survey,[]
SVPP-9764-1942-2462-5319,42017.0,NAYIF-1,"EO-88
FUNCUBE-5",satellites/NAYIF-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.358349Z,CITATION NEEDED - https://xkcd.com/285/,[]
LFPS-5167-1276-5886-5665,42018.0,FLOCK 3P-23,,,alive,,,,,None,,[],2021-07-21T10:11:42.360439Z,CITATION NEEDED - https://xkcd.com/285/,[]
TBAT-2500-7857-8558-4608,42700.0,SOMP2,"DE02
ON02DE",satellites/SOMP-2.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.362539Z,CITATION NEEDED - https://xkcd.com/285/,[]
KAYD-6826-9650-6277-6779,42701.0,HAVELSAT,"TR02
ON02TR",satellites/Havelsat1.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.365073Z,CITATION NEEDED - https://xkcd.com/285/,[]
AMQV-8272-4458-8097-5541,42702.0,COLUMBIA,"US04
ON04US",,re-entered,2018-03-07T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.367535Z,CITATION NEEDED - https://xkcd.com/285/,[]
UQOW-0891-3949-6041-9698,42706.0,PHOENIX,"TW01
ON01TW",,re-entered,2019-05-23T19:04:33Z,,,,None,,[],2021-07-21T10:11:42.369545Z,CITATION NEEDED - https://xkcd.com/285/,[]
OUHQ-7538-4862-1228-5686,42707.0,X-CUBESAT,"FR01
ON01FR",satellites/X-CUBESAT.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.371595Z,CITATION NEEDED - https://xkcd.com/285/,[]
ZCSR-6244-8593-9764-3160,42708.0,QBEE,"SE01
ON01SE",satellites/qbee__1.jpg,re-entered,,,,,None,,[{'decoder': 'qbee'}],2021-07-21T10:11:42.373599Z,CITATION NEEDED - https://xkcd.com/285/,[]
GKGO-8867-1154-9953-5426,42713.0,ZA-AEROSAT,"AEROSAT
AZ01
ON01AZ",satellites/ZA-AEROSAT.jpg,re-entered,2019-06-08T13:25:31Z,,,,None,,[],2021-07-21T10:11:42.375590Z,CITATION NEEDED - https://xkcd.com/285/,[]
RVBU-2782-8177-0481-6884,42714.0,LINK,"KR01
ON01KR",satellites/LINK.jpg,re-entered,2018-09-23T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.377576Z,CITATION NEEDED - https://xkcd.com/285/,[]
ZGQO-8873-2944-7238-8629,42716.0,UPSAT,GR02 ON02GR,satellites/upsat.jpg,re-entered,2018-11-12T00:00:00Z,2017-04-17T00:00:00Z,2017-05-17T00:00:00Z,https://upsat.gr,LSF,GR,[],2021-07-21T10:11:42.379518Z,CITATION NEEDED - https://xkcd.com/285/,[]
HJRR-9275-8249-4532-6532,42717.0,SPACECUBE,"FR05
ON05FR",satellites/SPACECUBE.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.381524Z,CITATION NEEDED - https://xkcd.com/285/,[]
EUEM-5177-4568-9915-2869,42718.0,HOOPOE,"IL01
ON01IL",satellites/HOOPOE.jpg,re-entered,2018-12-22T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.383468Z,CITATION NEEDED - https://xkcd.com/285/,[]
WWFS-5618-7245-9667-1046,42721.0,CHALLENGER,"US01 ON01US QB50 US01, QBUS 1",satellites/CHALLENGER.jpg,re-entered,2018-08-12T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.385397Z,CITATION NEEDED - https://xkcd.com/285/,[]
MKJM-7476-6768-2522-3779,42722.0,NJUST-1,CN03 ON03CN,satellites/NJUST-1.jpg,re-entered,2019-08-07T13:56:32Z,,,,None,,[],2021-07-21T10:11:42.387302Z,CITATION NEEDED - https://xkcd.com/285/,[]
SXFR-5969-5367-4392-2346,42723.0,UNSW-ECO,AU02 ON02AU,satellites/UNSW-EC0.jpg,re-entered,2018-12-03T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.389151Z,CITATION NEEDED - https://xkcd.com/285/,[]
WGJS-9308-0078-0270-6632,42724.0,DUTHSat,GR01 ON01GR,satellites/09_Inside-TVAC-chamber.jpg,re-entered,2018-08-26T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.391027Z,CITATION NEEDED - https://xkcd.com/285/,[]
PEAF-6165-8245-0396-3965,42725.0,LILACSAT-1,"CN02 ON02CN
LO-90",satellites/LILACSAT-1.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.392896Z,CITATION NEEDED - https://xkcd.com/285/,[]
BCOV-7599-9581-1666-0834,42726.0,NSIGHT-1,AZ02 ON02AZ,satellites/nsight-1__1.jpg,re-entered,2020-04-25T19:30:04Z,,,,None,,[],2021-07-21T10:11:42.394749Z,CITATION NEEDED - https://xkcd.com/285/,[]
UQHD-7887-7423-9441-4796,42727.0,SNUSAT-1B,KR03 ON03KR,satellites/SNUSAT-1.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.396758Z,CITATION NEEDED - https://xkcd.com/285/,[]
LBKP-1756-4543-6904-4177,42728.0,QBITO,ES01 ON01ES,satellites/QBITO.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.398579Z,CITATION NEEDED - https://xkcd.com/285/,[]
GKTK-6186-2132-1025-6235,42729.0,AALTO-2,FI01 ON01FI,satellites/AALTO-2.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.400443Z,CITATION NEEDED - https://xkcd.com/285/,[]
XRUL-9238-9871-5557-2420,42730.0,SUSAT,AU01 ON01AU,satellites/SUSAT.jpg,re-entered,,,,,None,,[],2021-07-21T10:11:42.402559Z,CITATION NEEDED - https://xkcd.com/285/,[]
YTEY-0876-3631-8329-6453,42731.0,I-INSPIRE II,AU03 ON03AU,satellites/I-INSPIRE-2.jpg,re-entered,2018-11-24T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.404759Z,CITATION NEEDED - https://xkcd.com/285/,[]
ABDZ-2534-3699-5764-1439,42732.0,POLYITAN-2-SAU,,,re-entered,,,,,None,,[],2021-07-21T10:11:42.407013Z,CITATION NEEDED - https://xkcd.com/285/,[]
LHYF-3933-5575-0836-4134,42733.0,SNUSAT-1,KR02 ON02KR,,re-entered,,,,,None,,[],2021-07-21T10:11:42.409230Z,CITATION NEEDED - https://xkcd.com/285/,[]
KMVK-3551-1511-0480-9469,42734.0,EXALTA-1,CA03 ON03CA,satellites/EXALTA-1.jpg,re-entered,2018-11-14T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.411358Z,CITATION NEEDED - https://xkcd.com/285/,[]
PYLJ-8680-4604-2076-6550,42735.0,AOXIANG-1,CN04 ON04CN,satellites/AOXIANG-1.jpg,re-entered,2019-08-07T13:56:45Z,,,,None,,[],2021-07-21T10:11:42.413473Z,CITATION NEEDED - https://xkcd.com/285/,[]
NRSJ-0186-1878-6327-0190,42736.0,BEEAGLESAT,TR01 ON01TR,satellites/BEEAGLESAT.jpg,re-entered,2019-04-30T06:30:54Z,,,,None,,[],2021-07-21T10:11:42.415549Z,CITATION NEEDED - https://xkcd.com/285/,[]
SNRU-8765-3595-7354-2501,42737.0,ATLANTIS,US02 ON02US,satellites/ATLANTIS.jpg,re-entered,2018-03-28T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.417624Z,CITATION NEEDED - https://xkcd.com/285/,[]
NGHO-5109-0535-2414-7008,42759.0,CAS-4B,,satellites/cas-4-satellite_27im88Z.jpg,alive,,,,,None,,[{'decoder': 'cas4'}],2021-07-21T10:11:42.419633Z,CITATION NEEDED - https://xkcd.com/285/,[]
UKHX-2090-2661-0534-2014,42761.0,ZHUHAI-1 OVS-01,CAS 4A,satellites/ovs-1__1_NnIrDeS.jpg,alive,,2017-06-15T00:00:00Z,,,None,CN,[{'decoder': 'cas4'}],2021-10-12T07:22:47.000825Z,https://www.n2yo.com/satellite/?s=42761,[]
JLKC-1650-3566-2142-6611,42765.0,UCLSAT,,satellites/UCLSAT.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.423680Z,CITATION NEEDED - https://xkcd.com/285/,[]
FCJO-8188-7789-7781-3478,42766.0,NIUSAT,,satellites/NIUSAT.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.425666Z,CITATION NEEDED - https://xkcd.com/285/,[]
XGDS-0339-8787-8774-6048,42767.0,CARTOSAT-2E,,satellites/CartoSat-2E_Auto4.jpeg,alive,,,,,None,,[],2021-07-21T10:11:42.427682Z,CITATION NEEDED - https://xkcd.com/285/,[]
RNRA-5585-1660-1429-1830,42768.0,LITUANICASAT-2,,satellites/LITUANICASAT-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.429641Z,CITATION NEEDED - https://xkcd.com/285/,[]
SGQP-9600-2585-3107-8587,42770.0,INFLATESAIL,,satellites/INFLATESAIL.jpg,re-entered,2017-09-03T00:00:00Z,,,,None,,[],2021-07-21T10:11:42.431573Z,CITATION NEEDED - https://xkcd.com/285/,[]
MTTJ-9379-5566-8860-4453,42775.0,AALTO-1,,satellites/Aalto1avattuna_oikea.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.433482Z,CITATION NEEDED - https://xkcd.com/285/,[]
MAEY-6712-7402-2396-4318,42776.0,URSA MAIOR,IT02,satellites/URSA-MAIOR.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.435415Z,CITATION NEEDED - https://xkcd.com/285/,[]
KLQH-2831-9809-0755-5637,42777.0,COMPASS 2,DRAGSAIL,satellites/COMPASS-2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.437306Z,CITATION NEEDED - https://xkcd.com/285/,[]
ULZA-6802-2539-6219-3200,42778.0,MAX VALIER SAT,,satellites/MAX_VALIER_SAT.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.439172Z,CITATION NEEDED - https://xkcd.com/285/,[]
ODVU-9534-1482-5519-1606,42784.0,PEGASUS,AT03,satellites/PEGASUS.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.441061Z,CITATION NEEDED - https://xkcd.com/285/,[]
IUKT-5566-7027-2323-0619,42787.0,NUDTSAT,CN06,,alive,,,,,None,,[],2021-07-21T10:11:42.442917Z,CITATION NEEDED - https://xkcd.com/285/,[]
XCWN-8187-6747-4526-7766,42788.0,SUCHAI,,satellites/suchai_satellite_2.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.444729Z,CITATION NEEDED - https://xkcd.com/285/,[]
LASJ-3104-0320-4540-8721,42789.0,SKCUBE,,satellites/skcube-2-390x260.png,alive,,,,,None,,[{'decoder': 'skcube'}],2021-07-21T10:11:42.446625Z,CITATION NEEDED - https://xkcd.com/285/,[]
JNEM-7746-8021-4780-5184,42790.0,VZLUSAT-1,CZ02,satellites/VZLUSAT-1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.448445Z,CITATION NEEDED - https://xkcd.com/285/,[]
YIMH-1412-6494-9671-2122,42792.0,ROBUSTA-1B,,satellites/robusta.jpg,alive,,,,https://janus.cnes.fr/en/robusta-1b,None,FR,[],2021-07-21T10:11:42.450278Z,CITATION NEEDED - https://xkcd.com/285/,[]
XTNS-4103-2413-3501-2578,42794.0,D-SAT,,satellites/d-sat_do__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.452128Z,CITATION NEEDED - https://xkcd.com/285/,[]
BGMK-0175-7442-2160-6546,42822.0,BIRD-M,Mazaalai NUMSAT-1,satellites/bird-m.jpg,re-entered,2019-05-23T19:05:55Z,,,,None,,[],2021-07-21T10:11:42.453889Z,CITATION NEEDED - https://xkcd.com/285/,[]
JBXT-1713-9492-3951-4005,42823.0,BIRD-B,BRAC Onnesha,satellites/bird-b__2.jpg,re-entered,2019-05-23T19:11:14Z,,,,None,,[],2021-07-21T10:11:42.455759Z,CITATION NEEDED - https://xkcd.com/285/,[]
KBDM-1783-3988-6535-3583,42828.0,NORSAT 2,,satellites/NORSAT-2-Deployed.png,alive,,,,,None,,[],2021-07-21T10:11:42.457713Z,CITATION NEEDED - https://xkcd.com/285/,[]
WFVU-6936-7309-8185-5747,42829.0,TECHNOSAT,,satellites/csm_TechnoSat_small_2c8798aef3.png,alive,,,,,None,,[],2021-07-21T10:11:42.459470Z,CITATION NEEDED - https://xkcd.com/285/,[]
QPRY-7597-6127-8837-9927,42831.0,FLYING LAPTOP,,satellites/flp_closed_SatNOGS-DB-Icon.png,alive,,,,,None,,[],2021-07-21T10:11:42.461288Z,CITATION NEEDED - https://xkcd.com/285/,[]
PEOD-7224-7918-2978-4352,42846.0,CORVUS BC2,Landmapper-BC 2,satellites/corvus-bc__1_ZNzYIdw.jpg,dead,,,,,None,,[],2021-07-21T10:11:42.463046Z,CITATION NEEDED - https://xkcd.com/285/,[]
KPZZ-0499-2351-6546-5973,42847.0,CORVUS BC1,Landmapper-BC 1,satellites/corvus-bc__1.jpg,dead,,,,,None,,[],2021-07-21T10:11:42.464759Z,CITATION NEEDED - https://xkcd.com/285/,[]
GNZD-4544-6012-8756-0675,42983.0,SIMPL,,satellites/simpl__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.466627Z,CITATION NEEDED - https://xkcd.com/285/,[]
BLAS-7456-1209-3590-8960,43010.0,FengYun 3D,FY-3D,,alive,,,,,None,,[],2021-07-21T10:11:42.468345Z,CITATION NEEDED - https://xkcd.com/285/,[]
DNKN-6854-2011-7405-7283,43012.0,CZ-4C R/B,,,alive,,,,,None,,[],2021-07-21T10:11:42.470028Z,CITATION NEEDED - https://xkcd.com/285/,[]
FICC-5569-8485-6311-2104,43016.0,MAKERSAT 0,,,alive,,,,,None,,[],2021-07-21T10:11:42.471707Z,CITATION NEEDED - https://xkcd.com/285/,[]
PMAW-9203-2442-8666-3249,43017.0,FOX-1B,"AO-91
RADFXSAT",satellites/RadFxSat_Flight-300x300.jpg,alive,,,,,None,,[{'decoder': 'fox'}],2021-07-21T10:11:42.473350Z,CITATION NEEDED - https://xkcd.com/285/,[]
GPCS-5280-8824-7420-8704,43018.0,EAGLESAT-1,,satellites/eaglesat__1.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.475703Z,CITATION NEEDED - https://xkcd.com/285/,[]
AHTJ-2968-9777-7716-2636,43019.0,ECAMSAT,,satellites/ecamsat.jpg,re-entered,2021-12-08T00:00:00Z,,,,None,,[],2021-12-14T02:10:47.690145Z,CITATION NEEDED - https://xkcd.com/285/,[]
KYGI-3501-5760-3207-9884,43022.0,JILIN-01-04,Jilin-1 SP-04,satellites/jilin-1-video-04__1.jpg,alive,,2017-11-21T04:50:00Z,,,CIOMP,CN,[],2021-07-21T10:11:42.482402Z,CITATION NEEDED - https://xkcd.com/285/,[]
SDKL-1465-8326-4185-7600,43023.0,JILIN-01-05,Jilin-1 SP-05,satellites/jilin-1-video-04__1_f1TbfZB.jpg,alive,,2017-11-21T04:50:00Z,,,CIOMP,CN,[],2021-07-21T10:11:42.485519Z,CITATION NEEDED - https://xkcd.com/285/,[]
JIWM-5912-1908-0879-2509,43024.0,JILIN-01-06,Jilin-1 SP-06,satellites/jilin-1-video-04__1_MNLACYW.jpg,alive,,2017-11-21T04:50:00Z,,,None,CN,[],2021-07-21T10:11:42.488606Z,CITATION NEEDED - https://xkcd.com/285/,[]
CPRM-2766-1516-4979-3667,43111.0,CARTOSAT-2F,,satellites/CartoSat2_Satellite.jpeg,alive,,2018-01-12T03:59:00Z,,https://www.isro.gov.in/Spacecraft/cartosat-2-series-satellite-2,None,IN,[],2021-07-21T10:11:42.491651Z,CITATION NEEDED - https://xkcd.com/285/,[]
JESY-3702-6549-6226-2817,43116.0,INS-1C,,,alive,,,,,None,,[],2021-07-21T10:11:42.493251Z,CITATION NEEDED - https://xkcd.com/285/,[]
ZFMS-4002-4415-0912-8857,43119.0,FLOCK 3P'-3,,,alive,,,,,None,,[],2021-07-21T10:11:42.494764Z,CITATION NEEDED - https://xkcd.com/285/,[]
QJUA-5173-9010-1350-3818,43120.0,FLOCK 3P'-2,,,alive,,,,,None,,[],2021-07-21T10:11:42.496256Z,CITATION NEEDED - https://xkcd.com/285/,[]
HZNM-4543-8041-8799-5774,43121.0,FLOCK 3P'-1,,,alive,,,,,None,,[],2021-07-21T10:11:42.497696Z,CITATION NEEDED - https://xkcd.com/285/,[]
GRUX-3414-1454-0744-7144,43122.0,FLOCK 3P'-4,,,alive,,,,,None,,[],2021-07-21T10:11:42.499196Z,CITATION NEEDED - https://xkcd.com/285/,[]
TTZE-1727-1375-5199-7643,43130.0,ARKYD 6A,A6A,satellites/arkyd-6__1.jpg,alive,,2018-01-12T00:00:00Z,,,None,US,[],2021-10-12T07:22:47.059028Z,CITATION NEEDED - https://xkcd.com/285/,[]
HJCD-0974-5560-7412-4382,43132.0,PICSAT,,satellites/picsat_DIB6RSF.jpg,alive,,,,,None,,[],2021-07-21T10:11:42.502107Z,CITATION NEEDED - https://xkcd.com/285/,[]
WQDE-2540-1175-6859-2485,43133.0,CNUSAIL-1,,,alive,,,,,None,,[],2021-07-21T10:11:42.503615Z,CITATION NEEDED - https://xkcd.com/285/,[]
FVKF-5969-0532-6737-5899,43137.0,FOX-1D,AO-92,satellites/Fox-1Ds-819x1024.jpg,alive,,,,,None,,[{'decoder': 'fox'}],2021-07-21T10:11:42.505092Z,CITATION NEEDED - https://xkcd.com/285/,[]
