norad_cat_id,sat_id,name,names,image,status,decayed,launched,deployed,website,operator,countries,telemetries,updated,citation,associated_satellites
40931,EEIT-0315-8565-1765-1994,LAPAN-A2,"ORARI
IO-86",satellites/LAPAN-A2_12tCGA2.jpg,alive,,2015-09-28,,,None,INDO,[],2021-07-21T10:11:42.238086Z,CITATION NEEDED - https://xkcd.com/285/,[]
40948,VWNC-0826-0031-1681-1741,AAUSAT 5,,satellites/AAUSAT-5_Pk2F5ul.png,re-entered,2016-03-15,1998-11-20,,,None,DEN,[],2021-07-21T10:11:42.239412Z,CITATION NEEDED - https://xkcd.com/285/,[]
40949,ZHBD-4002-1739-5947-4947,GOMX-3,,satellites/GOMX-3.jpg,re-entered,2016-10-18,1998-11-20,,,None,DEN,[],2021-07-21T10:11:42.240764Z,CITATION NEEDED - https://xkcd.com/285/,[]
40958,MGQA-3984-9891-9370-1393,LQSAT,,satellites/LQSAT.jpg,alive,,2015-10-07,,,None,PRC,[],2021-07-21T10:11:42.242401Z,CITATION NEEDED - https://xkcd.com/285/,[]
40959,JOWV-8609-6356-2064-8903,LINGQIAO VIDEO A,Jilin-1 SP-01,satellites/jilin-1-video-01__1.jpg,alive,,2015-10-07,,,CIOMP,PRC,[],2021-07-21T10:11:42.243942Z,CITATION NEEDED - https://xkcd.com/285/,[]
40960,KTME-4222-3825-6352-1307,LINGQIAO VIDEO B,Jilin-1 SP-02,satellites/jilin-1-video-01__1_htI6D3x.jpg,alive,,2015-10-07,,,CIOMP,PRC,[],2021-07-21T10:11:42.245449Z,CITATION NEEDED - https://xkcd.com/285/,[]
40961,RDIC-7328-2264-5570-1961,JILIN 1,Jilin-1 Guangxe-A (Jilin-1 Optical-A),satellites/jilin-1-optical-a__1.jpg,alive,,2015-10-07,,,CIOMP,PRC,[],2021-07-21T10:11:42.246973Z,CITATION NEEDED - https://xkcd.com/285/,[]
40967,VQGN-3314-0779-1450-1457,FOX-1A,AO-85,satellites/Fox-1A.png,alive,,2015-10-08,,,None,US,[{'decoder': 'fox'}],2021-07-21T10:11:42.248562Z,CITATION NEEDED - https://xkcd.com/285/,[]
40968,IGGV-1318-5974-9239-7350,BISONSAT,N7SKC,satellites/BISONSAT.jpg,alive,,2015-10-08,,,None,US,[],2021-07-21T10:11:42.250223Z,CITATION NEEDED - https://xkcd.com/285/,[]
41168,VTHG-6292-4004-9767-5017,ATHENOXAT 1,ATX1,satellites/athenoxat-1__1.jpg,alive,,2015-12-16,,,None,SING,[],2021-07-21T10:11:42.251869Z,CITATION NEEDED - https://xkcd.com/285/,[]
41170,GMGG-8364-0705-0161-3298,GALASSIA,,satellites/galassia__2.jpg,alive,,2015-12-16,,,None,SING,[],2021-07-21T10:11:42.253466Z,CITATION NEEDED - https://xkcd.com/285/,[]
41171,DSGN-7978-0500-3017-5294,VELOX 2,VELOX2,satellites/VELOX-2.jpg,alive,,2015-12-16,,,None,SING,[],2021-07-21T10:11:42.255080Z,CITATION NEEDED - https://xkcd.com/285/,[]
41313,YHMC-8015-3517-5780-3458,AGGIESAT 4,,satellites/AGGIESAT-4.jpg,re-entered,2018-03-12,1998-11-20,,,None,US,[],2021-07-21T10:11:42.256954Z,CITATION NEEDED - https://xkcd.com/285/,[]
41338,VUBS-5290-2027-7355-7261,CHUBUSAT-2,JJ2YPN,satellites/chubusat-2__1.jpg,alive,,2016-02-17,,,None,JPN,[],2021-07-21T10:11:42.258726Z,CITATION NEEDED - https://xkcd.com/285/,[]
41339,SNUE-9194-2671-9117-0557,CHUBUSAT-3,JJ2YPO,satellites/CHUBUSAT-3.jpg,alive,,2016-02-17,,,None,JPN,[],2021-07-21T10:11:42.260452Z,CITATION NEEDED - https://xkcd.com/285/,[]
41340,VJOC-8812-6508-8111-4056,HORYU-IV,JG6YBW,satellites/horyu-4__1.jpg,alive,,2016-02-17,,,None,JPN,[],2021-07-21T10:11:42.262184Z,CITATION NEEDED - https://xkcd.com/285/,[]
41458,SPNS-3514-9662-2262-1618,OUFTI-1,,satellites/OUFTI-1_p7CDjND.jpg,alive,,2016-04-25,,,None,BEL,[],2021-07-21T10:11:42.263891Z,CITATION NEEDED - https://xkcd.com/285/,[]
41459,XSLX-3508-6230-4322-9880,E-ST@R-II,,satellites/E-STR-II_ENXTFuD.jpg,alive,,2016-04-25,,,None,IT,[],2021-07-21T10:11:42.266760Z,CITATION NEEDED - https://xkcd.com/285/,[]
41460,AISX-1350-2546-0237-2310,AAUSAT 4,,satellites/AAUSAT-4.jpg,alive,,2016-04-25,,,None,DEN,[{'decoder': 'aausat4'}],2021-07-21T10:11:42.270771Z,CITATION NEEDED - https://xkcd.com/285/,[]
41465,IDEJ-3292-6865-3492-6224,AIST-2D,,satellites/AIST-2D.jpg,alive,,2016-04-28,,,None,CIS,[],2021-07-21T10:11:42.274750Z,CITATION NEEDED - https://xkcd.com/285/,[]
41466,IBYN-3042-2919-8911-9803,SAMSAT-218D,,satellites/samsat_HBdzG9t.jpg,alive,,2016-04-28,,,None,CIS,[],2021-07-21T10:11:42.278358Z,CITATION NEEDED - https://xkcd.com/285/,[]
41474,GUIW-3026-5024-1966-8107,MINXSS,,satellites/wMaOsV6D.jpg,re-entered,2017-05-05,1998-11-20,,,None,US,[{'decoder': 'minxss'}],2021-07-21T10:11:42.281901Z,CITATION NEEDED - https://xkcd.com/285/,[]
41475,GDLR-0291-0571-9266-1580,CADRE,,satellites/CADRE.jpg,re-entered,2017-01-03,1998-11-20,,,None,US,[],2021-07-21T10:11:42.285304Z,CITATION NEEDED - https://xkcd.com/285/,[]
41476,DEWF-1046-6893-9152-7508,STMSAT-1,,satellites/STMSAT-1.jpg,re-entered,2017-04-21,1998-11-20,,,None,US,[],2021-07-21T10:11:42.288584Z,CITATION NEEDED - https://xkcd.com/285/,[]
41477,OISZ-4850-1941-2572-5984,NODES 2,,satellites/NODES-2_wnUSzDI.jpg,re-entered,2017-09-19,1998-11-20,,,None,US,[],2021-07-21T10:11:42.292357Z,CITATION NEEDED - https://xkcd.com/285/,[]
41478,ZYLW-8361-5577-4757-0706,NODES 1,,satellites/NODES-1.jpg,re-entered,2017-09-23,1998-11-20,,,None,US,[],2021-07-21T10:11:42.296132Z,CITATION NEEDED - https://xkcd.com/285/,[]
41557,WNZE-1061-4511-0110-9001,NUSAT 1,FRESCO,satellites/NUSAT-1_iNMftIO.jpg,alive,,2016-05-30,,,None,ARGN,[],2021-07-21T10:11:42.299184Z,CITATION NEEDED - https://xkcd.com/285/,[]
41558,WPPP-5073-6177-3453-1599,NUSAT 2,BATATA,satellites/NUSAT-2.jpeg,alive,,2016-05-30,,,None,ARGN,[],2021-07-21T10:11:42.302221Z,CITATION NEEDED - https://xkcd.com/285/,[]
41599,DGSA-9341-1205-9804-9517,CARTOSAT-2C,,satellites/cartosat-2c-2.jpg,alive,,2016-06-22,,,None,IND,[],2021-07-21T10:11:42.305169Z,CITATION NEEDED - https://xkcd.com/285/,[]
41600,NIOX-2801-2640-1045-2883,SATHYABAMASAT,,satellites/SATHYABAMASAT.jpg,alive,,2016-06-22,,,None,IND,[],2021-07-21T10:11:42.308047Z,CITATION NEEDED - https://xkcd.com/285/,[]
41603,BLNH-6149-6607-6959-8042,LAPAN-A3,,satellites/lapan-a3__1.jpg,alive,,2016-06-22,,,None,INDO,[],2021-07-21T10:11:42.311008Z,CITATION NEEDED - https://xkcd.com/285/,[]
41604,JTIF-3701-4694-2586-3120,BIROS,,satellites/BIROS.jpg,alive,,2016-06-22,,,None,GER,[],2021-07-21T10:11:42.313951Z,CITATION NEEDED - https://xkcd.com/285/,[]
41607,NDDG-3248-5025-3295-9667,SWAYAM,,satellites/SWAYAM.jpg,alive,,2016-06-22,,,None,IND,[],2021-07-21T10:11:42.316818Z,CITATION NEEDED - https://xkcd.com/285/,[]
41619,BKDW-6357-9452-1063-8425,BEESAT-4,DP0BEH,satellites/BEESAT-4.jpg,alive,,2016-06-22,,https://www.raumfahrttechnik.tu-berlin.de/menue/forschung/aktuelle_projekte/beesat_4/parameter/en/,TU Berlin,GER,[],2021-07-21T10:11:42.319541Z,CITATION NEEDED - https://xkcd.com/285/,[]
41732,TDJT-5289-7835-4586-0378,3CAT-2,,satellites/3cat-2__2.jpg,alive,,2016-08-15,,,None,SPN,[],2021-07-21T10:11:42.322280Z,CITATION NEEDED - https://xkcd.com/285/,[]
41783,BVPV-2085-0638-3310-5387,PRATHAM,,satellites/PRATHAM.jpg,alive,,2016-09-26,,,None,IND,[],2021-07-21T10:11:42.324985Z,CITATION NEEDED - https://xkcd.com/285/,[]
41789,UPOC-3374-7750-1640-6748,ALSAT 1N,AlSat-Nano,satellites/ALSAT-1N.png,alive,,2016-09-26,,,None,ALG,[{'decoder': 'alsat1n'}],2021-07-21T10:11:42.327720Z,CITATION NEEDED - https://xkcd.com/285/,[]
41847,WMGA-3000-1529-8035-2634,CAS-2T & KS-1Q,OBJECT E,satellites/cas-2t-145-435-mhz-fm-transponder-cubesat.jpg,alive,,2016-11-09,,,None,PRC,[],2021-11-16T19:06:13.603882Z,https://community.libre.space/t/cz-11-41847-at-435-710mhz/8642,['TXHE-0454-6930-2261-2648']
41895,ATQK-6596-4093-8198-8140,STARS-C,,satellites/stars-c.jpg,re-entered,2018-03-03,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.333433Z,CITATION NEEDED - https://xkcd.com/285/,[]
41909,ZNNV-2635-7584-6487-5519,BY70-1,,satellites/by70-1__1.jpg,re-entered,2017-02-18,2016-12-28,,,None,PRC,[],2021-07-21T10:11:42.336080Z,CITATION NEEDED - https://xkcd.com/285/,[]
41914,AKDJ-7917-0135-2065-0067,JILIN-1-03,Jilin-1 SP-03 Shipin-03 Video-03,satellites/jilin-1-video-03__1.jpg,alive,,2017-01-09,,,CIOMP,PRC,[],2021-07-21T10:11:42.338565Z,CITATION NEEDED - https://xkcd.com/285/,[]
41915,BDQK-1293-6559-5114-9974,KAIDUN-1,CATON-1,satellites/KAIDUN-1.jpg,alive,,2017-01-09,,,None,PRC,[],2021-07-21T10:11:42.341009Z,CITATION NEEDED - https://xkcd.com/285/,[]
41930,RDAQ-4317-6499-1122-1683,FREEDOM,,satellites/freedom_2SfeDZn.jpg,re-entered,2017-02-05,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.343437Z,CITATION NEEDED - https://xkcd.com/285/,[]
41931,GGHQ-0045-3828-5421-2006,TANCREDO-1,,satellites/waseda.jpg,re-entered,2017-10-18,1998-11-20,,,None,BRAZ,[],2021-07-21T10:11:42.345760Z,CITATION NEEDED - https://xkcd.com/285/,[]
41932,YZSP-2986-3329-8596-1356,ITF-2,,satellites/itf-2_rtUjYD0.jpg,re-entered,2019-01-03,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.347867Z,CITATION NEEDED - https://xkcd.com/285/,[]
41933,DAPE-7947-8127-1321-0742,WASEDA-SAT3,,satellites/egg.jpg,re-entered,2018-10-06,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.349935Z,CITATION NEEDED - https://xkcd.com/285/,[]
41934,EAAO-8745-7217-6703-0963,EGG,,satellites/tupod.jpg,re-entered,2017-05-15,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.352034Z,CITATION NEEDED - https://xkcd.com/285/,[]
41935,NFQJ-3321-9747-8579-9505,AOBA-VELOX 3,AOBA-VeloxIII,satellites/aoba.jpg,re-entered,2018-11-01,1998-11-20,,,None,SGJP,[],2021-07-21T10:11:42.354163Z,CITATION NEEDED - https://xkcd.com/285/,[]
41948,GTOO-9256-7621-8163-6435,CARTOSAT 2D,,satellites/cartosat-2__1.jpg,alive,,2017-02-15,,,ISRO,IND,[],2021-10-12T07:22:46.911653Z,VK5Q1 and SV1QVE survey,[]
42017,SVPP-9764-1942-2462-5319,NAYIF-1,"EO-88
FUNCUBE-5",satellites/NAYIF-1.jpg,alive,,2017-02-15,,,None,UAE,[],2021-07-21T10:11:42.358349Z,CITATION NEEDED - https://xkcd.com/285/,[]
42018,LFPS-5167-1276-5886-5665,FLOCK 3P-23,,,alive,,2017-02-15,,,None,US,[],2021-07-21T10:11:42.360439Z,CITATION NEEDED - https://xkcd.com/285/,[]
42700,TBAT-2500-7857-8558-4608,SOMP2,"DE02
ON02DE",satellites/SOMP-2.jpg,re-entered,2019-02-28,1998-11-20,,,None,TURK,[],2021-07-21T10:11:42.362539Z,CITATION NEEDED - https://xkcd.com/285/,[]
42701,KAYD-6826-9650-6277-6779,HAVELSAT,"TR02
ON02TR",satellites/Havelsat1.jpg,re-entered,2019-03-19,1998-11-20,,,None,GER,[],2021-07-21T10:11:42.365073Z,CITATION NEEDED - https://xkcd.com/285/,[]
42702,AMQV-8272-4458-8097-5541,COLUMBIA,"US04
ON04US",,re-entered,2018-03-07,1998-11-20,,,None,US,[],2021-07-21T10:11:42.367535Z,CITATION NEEDED - https://xkcd.com/285/,[]
42706,UQOW-0891-3949-6041-9698,PHOENIX,"TW01
ON01TW",,re-entered,2019-05-08,1998-11-20,,,None,US,[],2021-07-21T10:11:42.369545Z,CITATION NEEDED - https://xkcd.com/285/,[]
42707,OUHQ-7538-4862-1228-5686,X-CUBESAT,"FR01
ON01FR",satellites/X-CUBESAT.jpg,re-entered,2019-02-04,1998-11-20,,,None,FR,[],2021-07-21T10:11:42.371595Z,CITATION NEEDED - https://xkcd.com/285/,[]
42708,ZCSR-6244-8593-9764-3160,QBEE,"SE01
ON01SE",satellites/qbee__1.jpg,re-entered,2019-02-26,1998-11-20,,,None,SWED,[{'decoder': 'qbee'}],2021-07-21T10:11:42.373599Z,CITATION NEEDED - https://xkcd.com/285/,[]
42713,GKGO-8867-1154-9953-5426,ZA-AEROSAT,"AEROSAT
AZ01
ON01AZ",satellites/ZA-AEROSAT.jpg,re-entered,2019-06-02,1998-11-20,,,None,SAFR,[],2021-07-21T10:11:42.375590Z,CITATION NEEDED - https://xkcd.com/285/,[]
42714,RVBU-2782-8177-0481-6884,LINK,"KR01
ON01KR",satellites/LINK.jpg,re-entered,2018-09-23,1998-11-20,,,None,SKOR,[],2021-07-21T10:11:42.377576Z,CITATION NEEDED - https://xkcd.com/285/,[]
42716,ZGQO-8873-2944-7238-8629,UPSAT,GR02 ON02GR,satellites/upsat.jpg,re-entered,2018-11-12,1998-11-20,2017-05-17T00:00:00Z,https://upsat.gr,LSF,GREC,[],2021-07-21T10:11:42.379518Z,CITATION NEEDED - https://xkcd.com/285/,[]
42717,HJRR-9275-8249-4532-6532,SPACECUBE,"FR05
ON05FR",satellites/SPACECUBE.jpg,re-entered,2019-03-01,1998-11-20,,,None,US,[],2021-07-21T10:11:42.381524Z,CITATION NEEDED - https://xkcd.com/285/,[]
42718,EUEM-5177-4568-9915-2869,HOOPOE,"IL01
ON01IL",satellites/HOOPOE.jpg,re-entered,2018-12-22,1998-11-20,,,None,ISRA,[],2021-07-21T10:11:42.383468Z,CITATION NEEDED - https://xkcd.com/285/,[]
42721,WWFS-5618-7245-9667-1046,CHALLENGER,"US01 ON01US QB50 US01, QBUS 1",satellites/CHALLENGER.jpg,re-entered,2018-08-12,1998-11-20,,,None,US,[],2021-07-21T10:11:42.385397Z,CITATION NEEDED - https://xkcd.com/285/,[]
42722,MKJM-7476-6768-2522-3779,NJUST-1,CN03 ON03CN,satellites/NJUST-1.jpg,re-entered,2019-07-20,1998-11-20,,,None,PRC,[],2021-07-21T10:11:42.387302Z,CITATION NEEDED - https://xkcd.com/285/,[]
42723,SXFR-5969-5367-4392-2346,UNSW-ECO,AU02 ON02AU,satellites/UNSW-EC0.jpg,re-entered,2018-12-03,1998-11-20,,,None,AUS,[],2021-07-21T10:11:42.389151Z,CITATION NEEDED - https://xkcd.com/285/,[]
42724,WGJS-9308-0078-0270-6632,DUTHSat,GR01 ON01GR,satellites/09_Inside-TVAC-chamber.jpg,re-entered,2018-08-26,1998-11-20,,,None,GREC,[],2021-07-21T10:11:42.391027Z,CITATION NEEDED - https://xkcd.com/285/,[]
42725,PEAF-6165-8245-0396-3965,LILACSAT-1,"CN02 ON02CN
LO-90",satellites/LILACSAT-1.jpg,re-entered,2019-03-28,1998-11-20,,,None,PRC,[],2021-07-21T10:11:42.392896Z,CITATION NEEDED - https://xkcd.com/285/,[]
42726,BCOV-7599-9581-1666-0834,NSIGHT-1,AZ02 ON02AZ,satellites/nsight-1__1.jpg,re-entered,2020-04-25,1998-11-20,,,None,SAFR,[],2021-07-21T10:11:42.394749Z,CITATION NEEDED - https://xkcd.com/285/,[]
42727,UQHD-7887-7423-9441-4796,SNUSAT-1B,KR03 ON03KR,satellites/SNUSAT-1.jpg,re-entered,2019-03-31,1998-11-20,,,None,SKOR,[],2021-07-21T10:11:42.396758Z,CITATION NEEDED - https://xkcd.com/285/,[]
42728,LBKP-1756-4543-6904-4177,QBITO,ES01 ON01ES,satellites/QBITO.jpg,re-entered,2019-02-16,1998-11-20,,,None,SPN,[],2021-07-21T10:11:42.398579Z,CITATION NEEDED - https://xkcd.com/285/,[]
42729,GKTK-6186-2132-1025-6235,AALTO-2,FI01 ON01FI,satellites/AALTO-2.jpg,re-entered,2019-02-06,1998-11-20,,,None,FIN,[],2021-07-21T10:11:42.400443Z,CITATION NEEDED - https://xkcd.com/285/,[]
42730,XRUL-9238-9871-5557-2420,SUSAT,AU01 ON01AU,satellites/SUSAT.jpg,re-entered,2019-03-21,1998-11-20,,,None,AUS,[],2021-07-21T10:11:42.402559Z,CITATION NEEDED - https://xkcd.com/285/,[]
42731,YTEY-0876-3631-8329-6453,I-INSPIRE II,AU03 ON03AU,satellites/I-INSPIRE-2.jpg,re-entered,2018-11-24,1998-11-20,,,None,AUS,[],2021-07-21T10:11:42.404759Z,CITATION NEEDED - https://xkcd.com/285/,[]
42732,ABDZ-2534-3699-5764-1439,POLYITAN-2-SAU,,,re-entered,2019-02-05,1998-11-20,,,None,UKR,[],2021-07-21T10:11:42.407013Z,CITATION NEEDED - https://xkcd.com/285/,[]
42733,LHYF-3933-5575-0836-4134,SNUSAT-1,KR02 ON02KR,,re-entered,2019-03-14,1998-11-20,,,None,SKOR,[],2021-07-21T10:11:42.409230Z,CITATION NEEDED - https://xkcd.com/285/,[]
42734,KMVK-3551-1511-0480-9469,EXALTA-1,CA03 ON03CA,satellites/EXALTA-1.jpg,re-entered,2018-11-14,1998-11-20,,,None,CA,[],2021-07-21T10:11:42.411358Z,CITATION NEEDED - https://xkcd.com/285/,[]
42735,PYLJ-8680-4604-2076-6550,AOXIANG-1,CN04 ON04CN,satellites/AOXIANG-1.jpg,re-entered,2019-06-26,1998-11-20,,,None,PRC,[],2021-07-21T10:11:42.413473Z,CITATION NEEDED - https://xkcd.com/285/,[]
42736,NRSJ-0186-1878-6327-0190,BEEAGLESAT,TR01 ON01TR,satellites/BEEAGLESAT.jpg,re-entered,2019-04-27,1998-11-20,,,None,TURK,[],2021-07-21T10:11:42.415549Z,CITATION NEEDED - https://xkcd.com/285/,[]
42737,SNRU-8765-3595-7354-2501,ATLANTIS,US02 ON02US,satellites/ATLANTIS.jpg,re-entered,2018-03-28,1998-11-20,,,None,US,[],2021-07-21T10:11:42.417624Z,CITATION NEEDED - https://xkcd.com/285/,[]
42759,NGHO-5109-0535-2414-7008,CAS-4B,,satellites/cas-4-satellite_27im88Z.jpg,alive,,2017-06-15,,,None,PRC,[{'decoder': 'cas4'}],2021-07-21T10:11:42.419633Z,CITATION NEEDED - https://xkcd.com/285/,[]
42761,UKHX-2090-2661-0534-2014,ZHUHAI-1 OVS-01,CAS 4A,satellites/ovs-1__1_NnIrDeS.jpg,alive,,2017-06-15,,,None,PRC,[{'decoder': 'cas4'}],2021-10-12T07:22:47.000825Z,https://www.n2yo.com/satellite/?s=42761,[]
42765,JLKC-1650-3566-2142-6611,UCLSAT,,satellites/UCLSAT.jpg,alive,,2017-06-23,,,None,UK,[],2021-07-21T10:11:42.423680Z,CITATION NEEDED - https://xkcd.com/285/,[]
42766,FCJO-8188-7789-7781-3478,NIUSAT,,satellites/NIUSAT.jpg,alive,,2017-06-23,,,None,IND,[],2021-07-21T10:11:42.425666Z,CITATION NEEDED - https://xkcd.com/285/,[]
42767,XGDS-0339-8787-8774-6048,CARTOSAT-2E,,satellites/CartoSat-2E_Auto4.jpeg,alive,,2017-06-23,,,None,IND,[],2021-07-21T10:11:42.427682Z,CITATION NEEDED - https://xkcd.com/285/,[]
42768,RNRA-5585-1660-1429-1830,LITUANICASAT-2,,satellites/LITUANICASAT-2.jpg,alive,,2017-06-23,,,None,LTU,[],2021-07-21T10:11:42.429641Z,CITATION NEEDED - https://xkcd.com/285/,[]
42770,SGQP-9600-2585-3107-8587,INFLATESAIL,,satellites/INFLATESAIL.jpg,re-entered,2017-09-03,2017-06-23,,,None,UK,[],2021-07-21T10:11:42.431573Z,CITATION NEEDED - https://xkcd.com/285/,[]
42775,MTTJ-9379-5566-8860-4453,AALTO-1,,satellites/Aalto1avattuna_oikea.jpg,alive,,2017-06-23,,,None,FIN,[],2021-07-21T10:11:42.433482Z,CITATION NEEDED - https://xkcd.com/285/,[]
42776,MAEY-6712-7402-2396-4318,URSA MAIOR,IT02,satellites/URSA-MAIOR.jpg,alive,,2017-06-23,,,None,IT,[],2021-07-21T10:11:42.435415Z,CITATION NEEDED - https://xkcd.com/285/,[]
42777,KLQH-2831-9809-0755-5637,COMPASS 2,DRAGSAIL,satellites/COMPASS-2.jpg,alive,,2017-06-23,,,None,GER,[],2021-07-21T10:11:42.437306Z,CITATION NEEDED - https://xkcd.com/285/,[]
42778,ULZA-6802-2539-6219-3200,MAX VALIER SAT,,satellites/MAX_VALIER_SAT.jpg,alive,,2017-06-23,,,None,IT,[],2021-07-21T10:11:42.439172Z,CITATION NEEDED - https://xkcd.com/285/,[]
42784,ODVU-9534-1482-5519-1606,PEGASUS,AT03,satellites/PEGASUS.jpg,alive,,2017-06-23,,,None,ASRA,[],2021-07-21T10:11:42.441061Z,CITATION NEEDED - https://xkcd.com/285/,[]
42787,IUKT-5566-7027-2323-0619,NUDTSAT,CN06,,alive,,2017-06-23,,,None,BEL,[],2021-07-21T10:11:42.442917Z,CITATION NEEDED - https://xkcd.com/285/,[]
42788,XCWN-8187-6747-4526-7766,SUCHAI,,satellites/suchai_satellite_2.jpg,alive,,2017-06-23,,,None,CHLE,[],2021-07-21T10:11:42.444729Z,CITATION NEEDED - https://xkcd.com/285/,[]
42789,LASJ-3104-0320-4540-8721,SKCUBE,,satellites/skcube-2-390x260.png,alive,,2017-06-23,,,None,CZCH,[{'decoder': 'skcube'}],2021-07-21T10:11:42.446625Z,CITATION NEEDED - https://xkcd.com/285/,[]
42790,JNEM-7746-8021-4780-5184,VZLUSAT-1,CZ02,satellites/VZLUSAT-1.jpg,alive,,2017-06-23,,,None,CZCH,[],2021-07-21T10:11:42.448445Z,CITATION NEEDED - https://xkcd.com/285/,[]
42792,YIMH-1412-6494-9671-2122,ROBUSTA-1B,,satellites/robusta.jpg,alive,,2017-06-23,,https://janus.cnes.fr/en/robusta-1b,None,FR,[],2021-07-21T10:11:42.450278Z,CITATION NEEDED - https://xkcd.com/285/,[]
42794,XTNS-4103-2413-3501-2578,D-SAT,,satellites/d-sat_do__1.jpg,alive,,2017-06-23,,,None,IT,[],2021-07-21T10:11:42.452128Z,CITATION NEEDED - https://xkcd.com/285/,[]
42822,BGMK-0175-7442-2160-6546,BIRD-M,Mazaalai NUMSAT-1,satellites/bird-m.jpg,re-entered,2019-05-11,1998-11-20,,,None,MNG,[],2021-07-21T10:11:42.453889Z,CITATION NEEDED - https://xkcd.com/285/,[]
42823,JBXT-1713-9492-3951-4005,BIRD-B,BRAC Onnesha,satellites/bird-b__2.jpg,re-entered,2019-05-06,1998-11-20,,,None,BGD,[],2021-07-21T10:11:42.455759Z,CITATION NEEDED - https://xkcd.com/285/,[]
42828,KBDM-1783-3988-6535-3583,NORSAT 2,,satellites/NORSAT-2-Deployed.png,alive,,2017-07-14,,,None,NOR,[],2021-07-21T10:11:42.457713Z,CITATION NEEDED - https://xkcd.com/285/,[]
42829,WFVU-6936-7309-8185-5747,TECHNOSAT,,satellites/csm_TechnoSat_small_2c8798aef3.png,alive,,2017-07-14,,,None,GER,[],2021-07-21T10:11:42.459470Z,CITATION NEEDED - https://xkcd.com/285/,[]
42831,QPRY-7597-6127-8837-9927,FLYING LAPTOP,,satellites/flp_closed_SatNOGS-DB-Icon.png,alive,,2017-07-14,,,None,GER,[],2021-07-21T10:11:42.461288Z,CITATION NEEDED - https://xkcd.com/285/,[]
42846,PEOD-7224-7918-2978-4352,CORVUS BC2,Landmapper-BC 2,satellites/corvus-bc__1_ZNzYIdw.jpg,dead,,2017-07-14,,,None,US,[],2021-07-21T10:11:42.463046Z,CITATION NEEDED - https://xkcd.com/285/,[]
42847,KPZZ-0499-2351-6546-5973,CORVUS BC1,Landmapper-BC 1,satellites/corvus-bc__1.jpg,dead,,2017-07-14,,,None,US,[],2021-07-21T10:11:42.464759Z,CITATION NEEDED - https://xkcd.com/285/,[]
42983,GNZD-4544-6012-8756-0675,SIMPL,,satellites/simpl__1.jpg,alive,,1998-11-20,,,None,US,[],2021-07-21T10:11:42.466627Z,CITATION NEEDED - https://xkcd.com/285/,[]
43010,BLAS-7456-1209-3590-8960,FengYun 3D,FY-3D,,alive,,2017-11-14,,,None,PRC,[],2021-07-21T10:11:42.468345Z,CITATION NEEDED - https://xkcd.com/285/,[]
43012,DNKN-6854-2011-7405-7283,CZ-4C R/B,,,alive,,2017-11-14,,,None,PRC,[],2021-07-21T10:11:42.470028Z,CITATION NEEDED - https://xkcd.com/285/,[]
43016,FICC-5569-8485-6311-2104,MAKERSAT 0,,,alive,,2017-11-18,,,None,US,[],2021-07-21T10:11:42.471707Z,CITATION NEEDED - https://xkcd.com/285/,[]
43017,PMAW-9203-2442-8666-3249,FOX-1B,"AO-91
RADFXSAT",satellites/RadFxSat_Flight-300x300.jpg,alive,,2017-11-18,,,None,US,[{'decoder': 'fox'}],2021-07-21T10:11:42.473350Z,CITATION NEEDED - https://xkcd.com/285/,[]
43018,GPCS-5280-8824-7420-8704,EAGLESAT-1,,satellites/eaglesat__1.jpg,alive,,2017-11-18,,,None,US,[],2021-07-21T10:11:42.475703Z,CITATION NEEDED - https://xkcd.com/285/,[]
43019,AHTJ-2968-9777-7716-2636,ECAMSAT,,satellites/ecamsat.jpg,re-entered,2021-12-08,1998-11-20,,,None,US,[],2021-12-14T02:10:47.690145Z,CITATION NEEDED - https://xkcd.com/285/,[]
43022,KYGI-3501-5760-3207-9884,JILIN-01-04,Jilin-1 SP-04,satellites/jilin-1-video-04__1.jpg,alive,,2017-11-21,,,CIOMP,PRC,[],2021-07-21T10:11:42.482402Z,CITATION NEEDED - https://xkcd.com/285/,[]
43023,SDKL-1465-8326-4185-7600,JILIN-01-05,Jilin-1 SP-05,satellites/jilin-1-video-04__1_f1TbfZB.jpg,alive,,2017-11-21,,,CIOMP,PRC,[],2021-07-21T10:11:42.485519Z,CITATION NEEDED - https://xkcd.com/285/,[]
43024,JIWM-5912-1908-0879-2509,JILIN-01-06,Jilin-1 SP-06,satellites/jilin-1-video-04__1_MNLACYW.jpg,alive,,2017-11-21,,,None,PRC,[],2021-07-21T10:11:42.488606Z,CITATION NEEDED - https://xkcd.com/285/,[]
43111,CPRM-2766-1516-4979-3667,CARTOSAT-2F,,satellites/CartoSat2_Satellite.jpeg,alive,,2018-01-12,,https://www.isro.gov.in/Spacecraft/cartosat-2-series-satellite-2,None,IND,[],2021-07-21T10:11:42.491651Z,CITATION NEEDED - https://xkcd.com/285/,[]
43116,JESY-3702-6549-6226-2817,INS-1C,,,alive,,2018-01-12,,,None,IND,[],2021-07-21T10:11:42.493251Z,CITATION NEEDED - https://xkcd.com/285/,[]
